010003000|20082009|-1.0000|01000300020082009
010003000|20092010|-1.0000|01000300020092010
010003000|20102011|-1.0000|01000300020102011
010003000|20112012|-1.0000|01000300020112012
010003000|20122013|-1.0000|01000300020122013
010003000|20132014|-1.0000|01000300020132014
010018000|20082009|0.0149|01001800020082009
010018000|20092010|0.0114|01001800020092010
010018000|20102011|0.0105|01001800020102011
010018000|20112012|0.0142|01001800020112012
010018000|20122013|0.0098|01001800020122013
010018000|20132014|0.0150|01001800020132014
010090000|20082009|-1.0000|01009000020082009
010090000|20092010|-1.0000|01009000020092010
010090000|20102011|-1.0000|01009000020102011
010090000|20112012|-1.0000|01009000020112012
010090000|20122013|-1.0000|01009000020122013
010090000|20132014|-1.0000|01009000020132014
010123000|20082009|-1.0000|01012300020082009
010123000|20092010|-1.0000|01012300020092010
010123000|20102011|-1.0000|01012300020102011
010123000|20112012|-1.0000|01012300020112012
010123000|20122013|-1.0000|01012300020122013
010123000|20132014|-1.0000|01012300020132014
020009000|20082009|-1.0000|02000900020082009
020009000|20092010|-1.0000|02000900020092010
020009000|20102011|-1.0000|02000900020102011
020009000|20112012|-1.0000|02000900020112012
020009000|20122013|-1.0000|02000900020122013
020009000|20132014|-1.0000|02000900020132014
020018000|20082009|-1.0000|02001800020082009
020018000|20092010|-1.0000|02001800020092010
020018000|20102011|-1.0000|02001800020102011
020018000|20112012|-1.0000|02001800020112012
020018000|20122013|-1.0000|02001800020122013
020018000|20132014|-1.0000|02001800020132014
022001000|20082009|-1.0000|02200100020082009
022001000|20092010|-1.0000|02200100020092010
022001000|20102011|-1.0000|02200100020102011
022001000|20112012|-1.0000|02200100020112012
022001000|20122013|-1.0000|02200100020122013
022001000|20132014|-1.0000|02200100020132014
030500000|20082009|-1.0000|03050000020082009
030500000|20092010|-1.0000|03050000020092010
030500000|20102011|-1.0000|03050000020102011
030500000|20112012|-1.0000|03050000020112012
030500000|20122013|-1.0000|03050000020122013
030500000|20132014|-1.0000|03050000020132014
040001000|20082009|-1.0000|04000100020082009
040001000|20092010|-1.0000|04000100020092010
040001000|20102011|-1.0000|04000100020102011
040001000|20112012|-1.0000|04000100020112012
040001000|20122013|-1.0000|04000100020122013
040001000|20132014|-1.0000|04000100020132014
050071000|20082009|-1.0000|05007100020082009
050071000|20092010|-1.0000|05007100020092010
050071000|20102011|-1.0000|05007100020102011
050071000|20112012|-1.0000|05007100020112012
050071000|20122013|-1.0000|05007100020122013
